user_id,city,order_date,order_value_inr,complaint_type,refund_requested,refund_ttr_hours,delivered_ok,repeat_order_30d
1164,Hyderabad,2026-05-10,340.36,none,False,,True,True
1167,Mumbai,2026-05-12,258.77,address_triggered_cancellation,True,27.8,False,False
1168,Hyderabad,2026-06-15,492.96,false_delivered_status,True,24.0,False,False
1172,Bengaluru,2026-05-19,780.18,missing_or_wrong_item,True,11.9,False,False
1176,Delhi,2026-06-12,189.18,none,False,,True,False
1178,Kolkata,2026-06-11,164.69,none,False,,True,True
1181,Mumbai,2026-05-25,190.93,missing_or_wrong_item,True,5.4,False,False
1183,Mumbai,2026-06-04,436.6,none,False,,True,False
1188,Hyderabad,2026-05-11,133.51,false_delivered_status,True,41.1,False,False
1201,Hyderabad,2026-06-07,311.85,address_triggered_cancellation,True,13.6,False,False
1205,Pune,2026-05-20,314.85,none,False,,True,True
1207,Kolkata,2026-06-01,314.85,address_triggered_cancellation,True,18.6,False,False
1210,Delhi,2026-05-18,273.14,address_triggered_cancellation,True,51.8,False,False
1213,Hyderabad,2026-05-30,322.63,missing_or_wrong_item,True,5.1,False,False
1214,Mumbai,2026-05-09,261.48,none,False,,True,False
1216,Bengaluru,2026-05-16,551.21,missing_or_wrong_item,True,12.3,False,False
1220,Delhi,2026-06-24,116.81,none,False,,True,False
1221,Kolkata,2026-06-27,140.0,missing_or_wrong_item,True,7.9,False,False
1230,Pune,2026-05-11,415.66,missing_or_wrong_item,True,7.0,False,False
1231,Bengaluru,2026-05-11,354.05,address_triggered_cancellation,True,22.0,False,False
1235,Pune,2026-05-21,483.4,none,False,,True,False
1236,Mumbai,2026-05-06,143.96,none,False,,True,False
1237,Pune,2026-05-17,361.63,none,False,,True,False
1238,Kolkata,2026-06-20,283.67,address_triggered_cancellation,True,31.6,False,False
1239,Bengaluru,2026-05-22,919.06,missing_or_wrong_item,True,7.1,False,False
1242,Mumbai,2026-05-14,404.59,none,False,,True,False
1251,Hyderabad,2026-05-25,203.66,missing_or_wrong_item,True,3.9,False,False
1254,Delhi,2026-05-18,132.54,missing_or_wrong_item,True,13.4,False,False
1257,Hyderabad,2026-06-02,391.71,none,False,,True,False
1259,Mumbai,2026-05-09,505.23,none,False,,True,True
1260,Delhi,2026-05-03,200.99,refund_delay_only,True,9.5,True,False
1261,Bengaluru,2026-06-04,267.24,missing_or_wrong_item,True,16.7,False,False
1265,Pune,2026-05-01,186.48,none,False,,True,False
1266,Bengaluru,2026-05-12,253.58,address_triggered_cancellation,True,26.5,False,False
1268,Pune,2026-05-30,548.62,address_triggered_cancellation,True,6.2,False,False
1272,Hyderabad,2026-05-25,319.32,refund_delay_only,True,18.9,True,False
1273,Bengaluru,2026-05-15,540.85,refund_delay_only,True,13.0,True,False
1279,Kolkata,2026-05-27,647.7,none,False,,True,False
1280,Pune,2026-06-19,46.54,false_delivered_status,True,19.9,False,False
1282,Hyderabad,2026-06-29,397.23,address_triggered_cancellation,True,32.2,False,False
1283,Delhi,2026-06-08,616.94,address_triggered_cancellation,True,19.2,False,False
1288,Hyderabad,2026-06-20,705.37,refund_delay_only,True,8.3,True,False
1289,Bengaluru,2026-06-23,484.06,missing_or_wrong_item,True,26.0,False,False
1294,Mumbai,2026-06-05,192.88,missing_or_wrong_item,True,2.4,False,False
1296,Mumbai,2026-06-21,363.23,missing_or_wrong_item,True,7.0,False,False
1305,Hyderabad,2026-05-19,107.26,none,False,,True,True
1310,Delhi,2026-05-13,396.83,none,False,,True,False
1311,Delhi,2026-06-24,94.73,none,False,,True,False
1312,Mumbai,2026-06-24,539.35,none,False,,True,True
1316,Kolkata,2026-06-29,112.12,none,False,,True,False
1317,Pune,2026-05-27,133.26,none,False,,True,True
1322,Hyderabad,2026-06-12,396.07,none,False,,True,False
1323,Mumbai,2026-05-22,495.35,none,False,,True,True
1324,Kolkata,2026-05-06,154.75,none,False,,True,False
1326,Hyderabad,2026-05-31,398.78,missing_or_wrong_item,True,8.4,False,False
1328,Bengaluru,2026-05-31,135.97,none,False,,True,True
1330,Mumbai,2026-05-18,204.64,none,False,,True,True
1331,Kolkata,2026-05-30,210.28,none,False,,True,False
1332,Hyderabad,2026-05-23,363.11,address_triggered_cancellation,True,34.9,False,False
1336,Bengaluru,2026-06-12,354.33,missing_or_wrong_item,True,9.0,False,False
1338,Mumbai,2026-05-30,222.12,missing_or_wrong_item,True,1.1,False,False
1339,Mumbai,2026-05-02,625.47,address_triggered_cancellation,True,74.7,False,False
1340,Kolkata,2026-06-18,214.19,none,False,,True,False
1341,Delhi,2026-06-10,60.6,none,False,,True,True
1342,Kolkata,2026-06-16,661.19,none,False,,True,True
1344,Pune,2026-06-02,145.92,none,False,,True,False
1348,Delhi,2026-06-11,683.29,missing_or_wrong_item,True,6.7,False,False
1349,Kolkata,2026-06-10,254.13,missing_or_wrong_item,True,8.8,False,False
1350,Mumbai,2026-05-09,107.01,refund_delay_only,True,12.0,True,True
1351,Delhi,2026-05-29,565.74,missing_or_wrong_item,True,15.4,False,False
1353,Kolkata,2026-06-11,473.44,missing_or_wrong_item,True,12.1,False,False
1355,Mumbai,2026-06-29,223.65,address_triggered_cancellation,True,24.6,False,False
1357,Pune,2026-06-12,282.24,none,False,,True,False
1363,Mumbai,2026-05-16,324.85,refund_delay_only,True,8.3,True,False
1365,Bengaluru,2026-05-20,187.15,none,False,,True,True
1366,Kolkata,2026-06-20,330.24,missing_or_wrong_item,True,8.9,False,False
1367,Delhi,2026-05-19,909.27,refund_delay_only,True,42.4,True,False
1369,Mumbai,2026-06-11,318.87,refund_delay_only,True,21.6,True,False
1370,Hyderabad,2026-05-13,291.61,none,False,,True,False
1371,Delhi,2026-06-17,604.67,none,False,,True,True
1373,Kolkata,2026-05-12,182.65,missing_or_wrong_item,True,4.5,False,False
1375,Mumbai,2026-06-27,216.74,none,False,,True,True
1380,Hyderabad,2026-05-20,596.52,address_triggered_cancellation,True,30.4,False,False
1381,Mumbai,2026-06-07,203.46,none,False,,True,True
1382,Pune,2026-06-27,333.28,none,False,,True,False
1383,Kolkata,2026-06-17,938.14,false_delivered_status,True,27.4,False,False
1388,Pune,2026-05-15,204.83,none,False,,True,True
1391,Kolkata,2026-05-09,546.81,refund_delay_only,True,39.5,True,False
1392,Pune,2026-06-21,1109.95,none,False,,True,True
1394,Delhi,2026-05-27,304.6,address_triggered_cancellation,True,19.1,False,False
1395,Bengaluru,2026-06-16,259.62,missing_or_wrong_item,True,7.0,False,False
1400,Hyderabad,2026-06-20,346.58,none,False,,True,True
1404,Pune,2026-05-05,200.23,none,False,,True,False
1405,Mumbai,2026-05-14,328.01,none,False,,True,True
1407,Bengaluru,2026-05-10,162.23,none,False,,True,True
1408,Mumbai,2026-05-29,340.15,none,False,,True,False
1410,Bengaluru,2026-06-28,263.42,none,False,,True,False
1415,Hyderabad,2026-05-30,710.14,address_triggered_cancellation,True,62.3,False,False
1416,Hyderabad,2026-05-04,291.95,none,False,,True,False
1417,Hyderabad,2026-05-22,67.92,none,False,,True,False
1419,Mumbai,2026-05-08,158.59,refund_delay_only,True,18.3,True,False
1420,Delhi,2026-05-31,415.47,missing_or_wrong_item,True,6.6,False,False
1422,Kolkata,2026-06-14,345.5,none,False,,True,False
1423,Mumbai,2026-05-15,158.06,none,False,,True,True
1426,Hyderabad,2026-06-27,609.66,address_triggered_cancellation,True,87.7,False,False
1430,Delhi,2026-05-25,472.32,none,False,,True,True
1439,Delhi,2026-05-29,147.68,none,False,,True,True
1441,Kolkata,2026-06-17,100.47,none,False,,True,True
1444,Kolkata,2026-05-17,475.9,none,False,,True,True
1445,Kolkata,2026-05-01,241.98,none,False,,True,False
1447,Mumbai,2026-05-07,417.81,false_delivered_status,True,93.6,False,False
1453,Delhi,2026-06-29,78.49,none,False,,True,True
1454,Bengaluru,2026-06-26,489.76,refund_delay_only,True,14.8,True,False
1457,Delhi,2026-05-25,152.4,address_triggered_cancellation,True,15.6,False,False
1461,Hyderabad,2026-06-05,446.22,none,False,,True,True
1463,Kolkata,2026-06-18,248.62,address_triggered_cancellation,True,24.7,False,False
1466,Pune,2026-05-09,271.01,refund_delay_only,True,13.1,True,False
1467,Bengaluru,2026-06-11,462.61,address_triggered_cancellation,True,29.7,False,False
1468,Delhi,2026-05-19,406.52,none,False,,True,True
1470,Pune,2026-06-17,153.45,address_triggered_cancellation,True,29.8,False,False
1472,Kolkata,2026-06-23,211.23,none,False,,True,False
1473,Delhi,2026-05-17,365.6,none,False,,True,False
1474,Hyderabad,2026-05-18,243.95,none,False,,True,False
1475,Pune,2026-05-04,380.11,none,False,,True,False
1480,Bengaluru,2026-05-23,390.67,none,False,,True,False
1482,Hyderabad,2026-05-03,503.76,none,False,,True,True
1484,Bengaluru,2026-06-07,405.85,none,False,,True,True
1486,Pune,2026-05-03,337.5,address_triggered_cancellation,True,28.5,False,False
1496,Bengaluru,2026-05-26,257.98,none,False,,True,True
1498,Pune,2026-05-19,785.33,refund_delay_only,True,26.3,True,False
1499,Hyderabad,2026-05-08,136.21,none,False,,True,False
1500,Mumbai,2026-06-10,111.31,address_triggered_cancellation,True,50.9,False,False
1502,Hyderabad,2026-05-08,109.55,address_triggered_cancellation,True,37.8,False,True
1505,Delhi,2026-06-07,380.81,none,False,,True,True
1507,Hyderabad,2026-06-02,299.4,missing_or_wrong_item,True,16.4,False,False
1518,Kolkata,2026-05-03,326.58,false_delivered_status,True,40.8,False,False
1519,Delhi,2026-05-13,263.01,none,False,,True,True
1524,Delhi,2026-05-30,508.58,missing_or_wrong_item,True,12.9,False,True
1530,Pune,2026-05-10,360.82,missing_or_wrong_item,True,3.8,False,False
1532,Pune,2026-06-02,300.77,none,False,,True,False
1533,Bengaluru,2026-06-16,451.27,none,False,,True,False
1534,Hyderabad,2026-06-15,618.26,none,False,,True,True
1535,Pune,2026-05-13,54.88,missing_or_wrong_item,True,8.2,False,False
1536,Mumbai,2026-06-09,254.87,none,False,,True,True
1538,Mumbai,2026-05-16,277.61,none,False,,True,False
1546,Kolkata,2026-05-29,345.28,none,False,,True,False
1547,Pune,2026-05-07,265.29,none,False,,True,True
1549,Pune,2026-05-21,82.48,missing_or_wrong_item,True,11.1,False,False
1553,Hyderabad,2026-05-27,293.2,missing_or_wrong_item,True,8.9,False,False
1557,Pune,2026-06-13,650.88,none,False,,True,True
1558,Kolkata,2026-06-22,547.07,none,False,,True,False
1559,Kolkata,2026-06-10,466.94,refund_delay_only,True,9.8,True,False
1560,Bengaluru,2026-06-23,224.6,address_triggered_cancellation,True,35.2,False,False
1561,Hyderabad,2026-06-09,569.89,none,False,,True,True
1565,Bengaluru,2026-05-17,209.75,refund_delay_only,True,17.5,True,False
1567,Pune,2026-06-23,739.21,missing_or_wrong_item,True,7.1,False,False
1568,Delhi,2026-06-10,445.22,refund_delay_only,True,7.1,True,False
1569,Kolkata,2026-05-09,235.5,missing_or_wrong_item,True,25.3,False,False
1572,Delhi,2026-05-07,227.07,none,False,,True,False
1576,Kolkata,2026-06-05,442.18,none,False,,True,True
1583,Hyderabad,2026-06-08,570.1,none,False,,True,False
1589,Pune,2026-05-31,355.66,false_delivered_status,True,22.4,False,False
1590,Mumbai,2026-05-03,372.47,none,False,,True,True
1592,Hyderabad,2026-06-17,144.42,none,False,,True,True
1593,Delhi,2026-05-13,256.08,missing_or_wrong_item,True,5.6,False,False
1594,Kolkata,2026-05-10,376.94,none,False,,True,False
1600,Delhi,2026-06-06,125.51,none,False,,True,True
1602,Pune,2026-05-28,700.72,missing_or_wrong_item,True,12.3,False,False
1603,Hyderabad,2026-06-21,77.9,false_delivered_status,True,101.9,False,False
1604,Delhi,2026-05-16,518.13,none,False,,True,True
1618,Pune,2026-05-05,261.05,refund_delay_only,True,24.7,True,False
1619,Bengaluru,2026-05-10,125.75,false_delivered_status,True,34.6,False,False
1620,Pune,2026-06-27,234.44,none,False,,True,True
1623,Pune,2026-05-19,434.91,false_delivered_status,True,19.7,False,False
1629,Mumbai,2026-05-31,275.58,missing_or_wrong_item,True,11.0,False,False
1633,Pune,2026-05-29,386.27,none,False,,True,False
1641,Kolkata,2026-05-18,158.89,refund_delay_only,True,12.4,True,False
1646,Mumbai,2026-05-19,230.07,missing_or_wrong_item,True,3.7,False,True
1651,Mumbai,2026-06-10,368.56,none,False,,True,True
1655,Bengaluru,2026-06-24,567.29,address_triggered_cancellation,True,12.3,False,False
1656,Delhi,2026-06-15,392.96,none,False,,True,True
1657,Kolkata,2026-05-06,507.75,missing_or_wrong_item,True,10.7,False,False
1664,Hyderabad,2026-05-16,768.82,none,False,,True,False
1665,Kolkata,2026-05-07,84.41,none,False,,True,True
1666,Bengaluru,2026-06-19,392.62,address_triggered_cancellation,True,61.9,False,False
1672,Mumbai,2026-06-24,371.69,address_triggered_cancellation,True,19.0,False,False
1675,Bengaluru,2026-05-16,295.66,none,False,,True,False
1676,Kolkata,2026-06-28,465.79,missing_or_wrong_item,True,18.8,False,False
1678,Kolkata,2026-06-14,335.28,none,False,,True,True
1680,Kolkata,2026-05-14,372.56,none,False,,True,True
1684,Pune,2026-06-08,241.8,none,False,,True,False
1688,Pune,2026-05-27,253.51,address_triggered_cancellation,True,37.6,False,False
1690,Kolkata,2026-05-27,597.82,none,False,,True,True
1691,Bengaluru,2026-06-13,311.07,address_triggered_cancellation,True,18.0,False,False
1694,Hyderabad,2026-06-17,308.96,refund_delay_only,True,15.9,True,False
1695,Hyderabad,2026-06-24,186.81,refund_delay_only,True,22.4,True,False
1700,Bengaluru,2026-06-09,293.9,none,False,,True,False
1702,Kolkata,2026-06-18,471.54,none,False,,True,False
1703,Bengaluru,2026-05-23,91.46,false_delivered_status,True,70.0,False,False
1706,Kolkata,2026-05-04,686.84,missing_or_wrong_item,True,7.4,False,False
1707,Hyderabad,2026-05-05,336.08,none,False,,True,False
1711,Bengaluru,2026-05-11,782.51,refund_delay_only,True,16.3,True,False
1713,Kolkata,2026-05-15,235.58,address_triggered_cancellation,True,44.7,False,False
1715,Kolkata,2026-05-12,83.78,missing_or_wrong_item,True,4.0,False,False
1717,Hyderabad,2026-06-03,227.59,missing_or_wrong_item,True,20.6,False,False
1719,Pune,2026-06-15,187.76,address_triggered_cancellation,True,37.7,False,False
1720,Mumbai,2026-06-28,207.39,none,False,,True,False
1722,Bengaluru,2026-06-13,137.57,none,False,,True,True
1725,Kolkata,2026-05-10,211.51,none,False,,True,False
1726,Mumbai,2026-05-10,247.93,none,False,,True,False
1731,Bengaluru,2026-05-28,470.83,none,False,,True,False
1738,Hyderabad,2026-06-20,309.14,refund_delay_only,True,36.4,True,False
1739,Mumbai,2026-05-08,440.06,refund_delay_only,True,22.1,True,False
1740,Pune,2026-05-21,361.67,none,False,,True,True
1741,Hyderabad,2026-06-26,201.46,none,False,,True,True
1744,Kolkata,2026-05-21,328.73,address_triggered_cancellation,True,22.8,False,False
1746,Bengaluru,2026-06-23,248.73,address_triggered_cancellation,True,66.8,False,False
1747,Kolkata,2026-06-09,260.48,false_delivered_status,True,70.3,False,False
1748,Pune,2026-05-19,716.46,none,False,,True,True
1752,Kolkata,2026-06-13,128.06,missing_or_wrong_item,True,13.6,False,False
1757,Kolkata,2026-05-24,374.32,refund_delay_only,True,23.3,True,False
1759,Delhi,2026-06-21,286.48,address_triggered_cancellation,True,64.1,False,False
1765,Bengaluru,2026-05-28,361.85,none,False,,True,True
1768,Mumbai,2026-05-25,866.99,missing_or_wrong_item,True,5.3,False,True
1771,Pune,2026-06-24,606.43,missing_or_wrong_item,True,13.5,False,False
1774,Mumbai,2026-06-09,268.29,none,False,,True,False
1777,Kolkata,2026-06-29,181.91,address_triggered_cancellation,True,10.3,False,False
1782,Kolkata,2026-06-06,481.16,missing_or_wrong_item,True,6.3,False,False
1785,Kolkata,2026-05-22,82.34,none,False,,True,False
1786,Hyderabad,2026-06-02,566.35,none,False,,True,True
1793,Delhi,2026-06-26,382.55,none,False,,True,False
1794,Delhi,2026-05-19,320.11,address_triggered_cancellation,True,33.4,False,False
1795,Kolkata,2026-06-04,490.61,none,False,,True,True
1798,Delhi,2026-05-20,211.75,none,False,,True,True
1799,Delhi,2026-06-01,269.36,address_triggered_cancellation,True,67.6,False,False
1804,Hyderabad,2026-05-16,217.03,none,False,,True,True
1806,Mumbai,2026-06-17,225.44,none,False,,True,True
1807,Pune,2026-06-19,398.89,none,False,,True,False
1808,Hyderabad,2026-06-01,272.21,missing_or_wrong_item,True,2.7,False,False
1810,Kolkata,2026-05-04,256.73,address_triggered_cancellation,True,35.4,False,False
1818,Delhi,2026-06-12,233.52,missing_or_wrong_item,True,17.5,False,False
1821,Delhi,2026-06-11,358.7,address_triggered_cancellation,True,41.2,False,False
1825,Delhi,2026-06-14,347.13,none,False,,True,False
1826,Pune,2026-05-20,203.43,refund_delay_only,True,44.0,True,False
1827,Delhi,2026-05-09,503.57,missing_or_wrong_item,True,7.6,False,False
1831,Mumbai,2026-05-31,253.92,false_delivered_status,True,89.8,False,False
1834,Bengaluru,2026-06-01,338.14,address_triggered_cancellation,True,12.6,False,False
1837,Delhi,2026-05-25,752.37,missing_or_wrong_item,True,29.5,False,False
1838,Bengaluru,2026-06-09,329.54,address_triggered_cancellation,True,74.7,False,False
1840,Mumbai,2026-05-31,605.29,missing_or_wrong_item,True,1.9,False,False
1841,Hyderabad,2026-05-23,1263.18,none,False,,True,False
1842,Bengaluru,2026-05-27,441.38,none,False,,True,False
1843,Delhi,2026-05-19,307.24,address_triggered_cancellation,True,42.8,False,False
1844,Pune,2026-05-07,144.85,missing_or_wrong_item,True,6.9,False,False
1847,Delhi,2026-06-05,152.48,none,False,,True,True
1848,Pune,2026-06-15,148.46,none,False,,True,True
1854,Bengaluru,2026-06-14,138.36,address_triggered_cancellation,True,91.5,False,False
1857,Delhi,2026-06-12,173.05,address_triggered_cancellation,True,72.6,False,False
1860,Delhi,2026-06-22,274.17,none,False,,True,False
1861,Mumbai,2026-05-28,448.49,refund_delay_only,True,8.8,True,False
1862,Mumbai,2026-05-27,204.43,none,False,,True,True
1863,Mumbai,2026-06-16,509.37,none,False,,True,False
1866,Delhi,2026-06-20,348.49,none,False,,True,False
1868,Delhi,2026-05-27,290.57,none,False,,True,False
1870,Mumbai,2026-06-18,275.64,none,False,,True,False
1872,Pune,2026-06-17,766.26,none,False,,True,True
1875,Mumbai,2026-05-05,80.54,none,False,,True,True
1877,Kolkata,2026-05-06,389.07,address_triggered_cancellation,True,39.5,False,False
1878,Delhi,2026-06-01,136.68,missing_or_wrong_item,True,7.3,False,False
1883,Hyderabad,2026-05-05,293.77,none,False,,True,True
1887,Delhi,2026-06-15,189.81,address_triggered_cancellation,True,23.0,False,False
1892,Mumbai,2026-05-17,286.81,missing_or_wrong_item,True,22.9,False,False
1893,Kolkata,2026-06-21,452.24,none,False,,True,False
1898,Bengaluru,2026-05-29,275.07,none,False,,True,False
1899,Pune,2026-05-23,268.29,none,False,,True,True
1902,Hyderabad,2026-05-08,108.59,none,False,,True,False
1904,Mumbai,2026-05-01,160.57,missing_or_wrong_item,True,3.9,False,False
1905,Mumbai,2026-06-04,195.74,none,False,,True,False
1906,Mumbai,2026-06-27,186.19,none,False,,True,False
1908,Pune,2026-05-23,458.16,none,False,,True,True
1913,Delhi,2026-05-24,339.31,none,False,,True,True
1914,Bengaluru,2026-06-01,121.68,none,False,,True,False
1915,Bengaluru,2026-06-06,232.19,address_triggered_cancellation,True,57.6,False,False
1917,Delhi,2026-06-09,246.74,missing_or_wrong_item,True,17.3,False,False
1918,Delhi,2026-05-29,242.78,none,False,,True,False
1919,Mumbai,2026-05-15,131.37,none,False,,True,True
1920,Mumbai,2026-05-06,125.39,none,False,,True,True
1922,Bengaluru,2026-05-06,191.05,none,False,,True,True
1923,Hyderabad,2026-05-30,244.02,none,False,,True,False
1929,Pune,2026-05-14,426.64,none,False,,True,False
1930,Mumbai,2026-05-22,585.89,refund_delay_only,True,36.0,True,False
1933,Mumbai,2026-06-29,187.38,none,False,,True,True
1935,Bengaluru,2026-06-06,439.01,none,False,,True,True
1943,Bengaluru,2026-05-08,311.23,none,False,,True,True
1944,Mumbai,2026-06-09,296.29,none,False,,True,True
1954,Pune,2026-06-23,43.12,address_triggered_cancellation,True,14.6,False,False
1955,Delhi,2026-06-17,563.73,address_triggered_cancellation,True,27.4,False,False
1964,Mumbai,2026-05-18,183.81,missing_or_wrong_item,True,2.8,False,True
1967,Pune,2026-05-26,375.0,missing_or_wrong_item,True,14.6,False,False
1971,Kolkata,2026-05-03,626.82,none,False,,True,True
1973,Kolkata,2026-06-13,192.49,none,False,,True,True
1976,Delhi,2026-06-08,517.79,missing_or_wrong_item,True,13.7,False,False
1979,Pune,2026-05-04,103.31,missing_or_wrong_item,True,0.8,False,False
1980,Mumbai,2026-05-20,336.26,none,False,,True,False
1982,Bengaluru,2026-05-06,630.0,refund_delay_only,True,17.6,True,False
1984,Delhi,2026-06-06,198.65,false_delivered_status,True,29.3,False,False
1986,Delhi,2026-05-19,299.84,none,False,,True,False
1987,Delhi,2026-06-04,234.21,false_delivered_status,True,28.3,False,False
1988,Delhi,2026-06-19,449.96,none,False,,True,True
1992,Bengaluru,2026-05-31,492.75,address_triggered_cancellation,True,50.2,False,False
1999,Pune,2026-05-20,350.11,none,False,,True,False
2001,Mumbai,2026-06-29,146.93,missing_or_wrong_item,True,18.3,False,False
2003,Pune,2026-06-06,253.68,none,False,,True,False
2004,Mumbai,2026-05-27,121.8,missing_or_wrong_item,True,2.2,False,False
2007,Hyderabad,2026-06-02,264.28,none,False,,True,True
2009,Kolkata,2026-05-20,161.69,address_triggered_cancellation,True,48.1,False,False
2011,Kolkata,2026-05-02,240.23,refund_delay_only,True,16.1,True,False
2013,Pune,2026-06-25,826.55,address_triggered_cancellation,True,21.9,False,False
2014,Delhi,2026-06-24,502.93,none,False,,True,True
2021,Delhi,2026-06-21,236.66,address_triggered_cancellation,True,53.2,False,False
2022,Delhi,2026-05-09,371.32,none,False,,True,True
2023,Bengaluru,2026-06-09,361.9,none,False,,True,False
2024,Kolkata,2026-06-09,249.36,address_triggered_cancellation,True,39.9,False,False
2025,Pune,2026-05-18,155.48,refund_delay_only,True,30.9,True,False
2027,Bengaluru,2026-06-19,362.35,none,False,,True,True
2033,Delhi,2026-06-13,465.28,false_delivered_status,True,84.9,False,False
2034,Hyderabad,2026-06-14,497.74,missing_or_wrong_item,True,9.7,False,False
2035,Mumbai,2026-05-29,145.68,none,False,,True,True
2038,Mumbai,2026-06-29,607.89,none,False,,True,True
2045,Delhi,2026-05-25,505.6,false_delivered_status,True,21.6,False,False
2049,Delhi,2026-05-18,611.64,false_delivered_status,True,42.4,False,False
2050,Delhi,2026-05-21,83.14,none,False,,True,True
2052,Delhi,2026-06-07,325.72,false_delivered_status,True,47.5,False,False
2057,Kolkata,2026-05-26,385.16,none,False,,True,True
2058,Kolkata,2026-06-09,538.67,refund_delay_only,True,32.2,True,False
2060,Delhi,2026-06-02,260.15,address_triggered_cancellation,True,47.4,False,False
2063,Hyderabad,2026-05-26,220.64,missing_or_wrong_item,True,5.8,False,False
2071,Mumbai,2026-05-28,662.59,none,False,,True,False
2073,Hyderabad,2026-06-28,379.39,refund_delay_only,True,12.3,True,False
2076,Bengaluru,2026-06-01,445.27,address_triggered_cancellation,True,17.9,False,False
2077,Kolkata,2026-06-10,46.76,none,False,,True,True
2079,Pune,2026-05-09,554.14,none,False,,True,True
2082,Delhi,2026-05-19,172.39,none,False,,True,False
2085,Mumbai,2026-05-12,348.98,none,False,,True,False
2086,Pune,2026-05-03,291.86,refund_delay_only,True,40.5,True,False
2087,Bengaluru,2026-06-18,491.95,none,False,,True,True
2095,Hyderabad,2026-06-07,122.1,none,False,,True,True
2096,Pune,2026-05-23,280.44,address_triggered_cancellation,True,48.3,False,False
2100,Delhi,2026-05-15,249.56,none,False,,True,True
2101,Mumbai,2026-05-08,243.07,none,False,,True,False
2102,Kolkata,2026-05-20,227.13,none,False,,True,False
2104,Kolkata,2026-05-06,637.16,none,False,,True,True
2108,Pune,2026-06-16,1206.6,refund_delay_only,True,9.8,True,False
2110,Bengaluru,2026-05-04,132.05,refund_delay_only,True,16.1,True,False
2111,Delhi,2026-05-22,543.23,none,False,,True,False
2112,Pune,2026-05-16,227.93,missing_or_wrong_item,True,8.2,False,False
2118,Kolkata,2026-05-02,515.32,none,False,,True,True
2119,Kolkata,2026-05-23,471.25,address_triggered_cancellation,True,26.5,False,False
2120,Hyderabad,2026-05-19,309.96,none,False,,True,True
2124,Pune,2026-06-22,290.59,address_triggered_cancellation,True,33.2,False,False
2125,Hyderabad,2026-06-19,190.09,missing_or_wrong_item,True,16.9,False,False
2126,Kolkata,2026-06-03,113.97,address_triggered_cancellation,True,54.8,False,False
2129,Mumbai,2026-05-14,164.25,none,False,,True,False
2130,Pune,2026-05-28,350.28,none,False,,True,True
2132,Pune,2026-05-24,179.21,false_delivered_status,True,24.7,False,False
2134,Delhi,2026-05-21,435.46,none,False,,True,False
2135,Delhi,2026-05-17,521.97,none,False,,True,False
2140,Pune,2026-05-16,499.38,missing_or_wrong_item,True,1.5,False,True
2148,Pune,2026-05-11,464.03,refund_delay_only,True,29.1,True,False
2149,Bengaluru,2026-05-31,109.11,false_delivered_status,True,42.3,False,False
2152,Pune,2026-05-19,473.26,false_delivered_status,True,67.9,False,False
2154,Hyderabad,2026-05-08,84.45,address_triggered_cancellation,True,54.1,False,False
2159,Delhi,2026-06-25,426.41,false_delivered_status,True,19.3,False,False
2160,Kolkata,2026-06-25,276.38,missing_or_wrong_item,True,12.5,False,False
2162,Bengaluru,2026-05-18,597.13,none,False,,True,True
2166,Bengaluru,2026-05-24,162.29,none,False,,True,False
2169,Hyderabad,2026-06-13,906.1,none,False,,True,False
2170,Kolkata,2026-05-30,113.87,refund_delay_only,True,14.8,True,False
2172,Bengaluru,2026-05-08,169.49,address_triggered_cancellation,True,41.4,False,False
2174,Bengaluru,2026-05-23,631.78,missing_or_wrong_item,True,7.9,False,False
2175,Bengaluru,2026-05-11,327.95,none,False,,True,True
2180,Hyderabad,2026-05-10,227.72,none,False,,True,True
2182,Hyderabad,2026-05-28,398.68,none,False,,True,True
2187,Delhi,2026-05-28,298.89,none,False,,True,False
2193,Bengaluru,2026-06-13,521.7,missing_or_wrong_item,True,9.5,False,False
2196,Mumbai,2026-06-08,284.04,missing_or_wrong_item,True,18.7,False,True
2198,Mumbai,2026-05-10,223.17,none,False,,True,False
2200,Mumbai,2026-06-19,396.74,none,False,,True,False
2201,Hyderabad,2026-06-13,771.84,none,False,,True,True
2203,Pune,2026-05-15,392.72,false_delivered_status,True,55.1,False,False
2205,Delhi,2026-05-12,203.97,missing_or_wrong_item,True,3.8,False,False
2207,Hyderabad,2026-05-24,280.95,none,False,,True,True
2211,Hyderabad,2026-05-21,587.05,missing_or_wrong_item,True,21.6,False,False
2216,Kolkata,2026-06-06,363.6,refund_delay_only,True,22.4,True,False
2220,Mumbai,2026-06-09,472.38,address_triggered_cancellation,True,15.4,False,False
2221,Mumbai,2026-05-15,370.39,missing_or_wrong_item,True,5.1,False,False
2222,Pune,2026-05-31,281.86,none,False,,True,False
2223,Hyderabad,2026-06-22,1111.85,address_triggered_cancellation,True,29.4,False,False
2225,Hyderabad,2026-06-06,116.83,refund_delay_only,True,35.6,True,False
2227,Mumbai,2026-06-15,424.08,none,False,,True,False
2230,Bengaluru,2026-05-17,347.66,none,False,,True,False
2231,Mumbai,2026-06-14,572.88,none,False,,True,False
2232,Delhi,2026-06-08,378.9,address_triggered_cancellation,True,35.2,False,False
2233,Kolkata,2026-05-18,505.39,none,False,,True,False
2234,Hyderabad,2026-05-27,267.26,missing_or_wrong_item,True,7.8,False,False
2238,Bengaluru,2026-06-13,413.93,none,False,,True,True
